番剧名称,评分,播放量,追番人数,弹幕总数,评分人数,类型,是否为大会员
十二大战,7.7,44523332,1510578,559395,13681,小说改|热血|战斗,1
刺客守则,6.5,33884102,1478449,448726,20561,小说改|奇幻|战斗|魔法,1
银魂 第二季,9.9,13111957,1693586,80331,8735,漫画改|热血|搞笑|战斗,1
银魂 第三季,9.9,7960937,1693594,47650,4237,漫画改|热血|搞笑|战斗,1
家庭教师HITMAN REBORN!,9.9,57405632,1429289,1436606,35003,奇幻|热血|战斗|漫画改,0
迪迦奥特曼（中配）,9.9,47570889,1903086,634847,57938,战斗|科幻|热血|特摄,0
DARKER THAN BLACK -黑之契约者-,9.8,13307491,1458038,310559,9523,奇幻|战斗|热血|催泪,1
绯弹的亚里亚,8.7,22917229,1603664,933811,4380,热血|奇幻|校园|战斗,0
灰与幻想的格林姆迦尔,9.8,13815029,1291221,298958,28393,奇幻|战斗|小说改|励志,0
热诚传说X,8.3,31103449,1494401,780232,2027,热血|奇幻|战斗|架空,0
无限系统树,6.1,35943264,1247821,393327,14900,小说改|穿越|奇幻|战斗,1
進擊的巨人 The Final Season（僅限港澳台地區）,9.6,2235943,1304225,47428,12548,漫画改|热血|战斗|冒险,0
零之使魔,9.3,10841620,1430810,319163,5648,奇幻|日常|战斗|恋爱,0
学战都市Asterisk 第二季,8.5,56076682,2248037,977571,3324,奇幻|校园|战斗|架空,1
Fate/stay night 06版,9.5,19888577,5239905,702334,11359,奇幻|战斗|魔法|游戏改,0
灼眼的夏娜,9.4,14743448,1340105,990173,4822,校园|战斗|热血|小说改,0
Hand Shakers,8.2,19157909,1175503,510787,3485,战斗|热血|萝莉|原创,0
魔法少女小圆 剧场版 [新篇] 叛逆的物语,9.9,2869719,2196660,87093,22856,原创|战斗|奇幻|魔法,1
天狼 Sirius the Jaeger,8.8,14006808,1117502,300646,13448,战斗|原创|架空|冒险,1
Q版！黑色四叶草,9.7,1654492,2213090,2907,1091,搞笑|萌系|战斗|架空,1
加速世界,8.7,19008308,1240192,822891,6877,科幻|校园|战斗|热血,0
百武装战记,7.8,25583674,1088574,1014713,2529,恋爱|校园|战斗,1
UQ HOLDER！悠久持有者！,7,26161522,1173511,262017,4321,热血|战斗|漫画改|冒险,0
百炼霸王与圣约女武神,6.2,33011769,1082928,406714,11193,小说改|奇幻|战斗|架空,0
魔法少女小圆 剧场版 [前篇] 起始的物语,9.8,1348937,2196660,33965,3164,原创|奇幻|战斗|魔法,1
Rewrite 2nd Season,9.2,18326285,1930928,383892,4442,校园|社团|战斗|游戏改,0
魔法少女小圆 剧场版 [后篇] 永远的物语,9.8,1093383,2196660,24125,2941,原创|战斗|奇幻|魔法,1
迪迦奥特曼,9.9,14555189,1903065,105196,17681,科幻|战斗|热血|特摄,0
黑岩射手 / BLACK★ROCK SHOOTER,9.5,1062201,999632,5830,5076,战斗|穿越|原创,1
对魔导学园35试验小队,8.6,28911844,955185,585425,2555,校园|奇幻|战斗,0
魔法少女☆伊莉雅 2WEI!,9.5,11903715,1941162,215304,3221,萌系|校园|战斗|热血,0
進擊的巨人 第二季（僅限台灣地區）,9.7,3382326,1304225,70660,5318,奇幻|热血|战斗|漫画改,0
绝园的暴风雨,9.6,12666155,899165,284720,9922,奇幻|推理|战斗|穿越,0
泽塔奥特曼,9.9,16077339,1903086,127922,11831,热血|战斗|科幻|特摄,0
青之驱魔师,8.9,9337730,966479,242829,4174,奇幻|战斗|热血|漫画改,1
热血少年,9.5,14579340,874378,95523,4187,战斗,0
不正经的魔术讲师与禁忌教典,9.2,13125318,870475,112845,7157,战斗|校园|奇幻|架空,1
滑头鬼之孙,9.4,10291980,1010609,153039,4724,奇幻|战斗|热血|声控,0
我，要成为双马尾。,9.2,28319558,840206,1289613,4689,奇幻|搞笑|热血|战斗,0
攻壳机动队,9.9,1011825,943141,4923,2500,漫画改|科幻|战斗,1
奈克赛斯奥特曼,9.8,6723281,1903061,59035,6495,热血|战斗|科幻|特摄,0
非枪人生 第二季,9.3,4106341,918904,21658,2172,漫画改|战斗|科幻,1
Fate/kaleid liner 魔法少女☆伊莉雅：雪下的誓言,9.6,4263103,1941162,95594,5700,热血|奇幻|战斗|魔法,1
重装武器,9.3,33305794,820388,708234,3497,热血|机战|科幻|战斗,0
魔笛MAGI,9.2,13373196,1112821,403990,3687,奇幻|战斗|漫画改|架空,0
超时空要塞Δ,9,33009240,818584,874516,3133,机战|科幻|恋爱|战斗,0
Caligula 卡里古拉,8.7,13389024,816678,192878,7578,战斗|游戏改|科幻,0
全职猎人,9.8,29474315,801890,808847,9014,奇幻|热血|智斗|战斗,0
境界线上的地平线,9.3,10060362,864508,175552,2533,科幻|战斗|小说改|架空,0
梦比优斯奥特曼,9.8,6373328,1903087,69302,4147,热血|战斗|科幻|特摄,0
GANGSTA.,9.6,17359205,789046,489600,4624,战斗|热血,0
雷欧奥特曼,9.2,5184194,1903087,56869,3601,热血|战斗|科幻|特摄,0
Taboo Tattoo－禁忌咒纹－,4.2,14026396,775819,304451,1762,奇幻|战斗,1
盖亚奥特曼（中配）,9.9,7605474,1903074,87587,5494,热血|战斗|科幻|特摄,0
恶魔奶爸,9.8,15826291,771721,94641,6530,萌系|搞笑|热血|战斗,0
欧布奥特曼,9.8,3959100,1903066,29885,2576,热血|战斗|科幻|特摄,0
麦克斯奥特曼,9.8,2881024,1903066,23360,2524,热血|战斗|科幻|特摄,0
捷德奥特曼,9.4,3964307,1903086,25537,1721,热血|战斗|科幻|特摄,0
Fate/stay night UNLIMITED BLADE WORKS,9.3,3086406,5239906,33541,1802,游戏改|热血|奇幻|战斗,1
高斯奥特曼,9.7,2569752,1903061,20603,1773,热血|战斗|科幻|特摄,0
ULTRAMAN 机动奥特曼,9.5,30937327,1903087,448525,18718,漫画改|奇幻|科幻|战斗,0
魔弹之王与战姬,9,30046058,759977,543086,2587,奇幻|热血|战斗|架空,0
赛罗奥特曼 英雄传,9.6,2917863,1903064,16855,1098,热血|战斗|科幻|特摄,0
驱魔少年 HALLOW,9.4,11229951,758335,221991,1375,热血|奇幻|战斗,1
戴拿奥特曼（中配）,9.4,4799840,1903087,41873,2274,热血|战斗|科幻|特摄,0
艾克斯奥特曼,9.8,2766297,1903078,19764,2166,热血|战斗|科幻|特摄,0
通灵王,6.7,7616011,740909,50216,2219,漫画改|热血|战斗|奇幻,1
猎兽神兵,8.2,16595992,730047,175142,7779,漫画改|战斗|声控|奇幻,1
突击莉莉 BOUQUET,8.8,10015632,726506,140572,7198,原创|战斗|萌系|校园,1
泰迦奥特曼,8.9,1201459,1903078,9491,1175,热血|战斗|科幻|特摄,1
欧布奥特曼 原生之初,5,1145356,1903089,4449,1439,热血|战斗|科幻|特摄,0
魔法少女☆伊莉雅 3REI!!,9.6,8522316,1941162,167272,3454,奇幻|战斗|魔法|漫画改,0
罗布奥特曼,8.5,779838,1903087,6227,1783,热血|战斗|科幻|特摄,1
雷欧奥特曼（中配）,8.9,2146031,1903087,14972,927,热血|战斗|科幻|特摄,0
游戏王 怪兽之决斗,9.8,65421330,717359,862874,11983,热血|战斗|奇幻,0
赛罗奥特曼 英雄传（中配）,9.2,965690,1903089,2039,199,热血|战斗|科幻|特摄,0
捷德奥特曼（中配）,9.3,1223219,1903089,4061,270,热血|战斗|科幻|特摄,0
泰迦奥特曼（中配）,8.4,363981,1903089,767,174,热血|战斗|科幻|特摄,1
欧布奥特曼（中配）,9.4,642904,1903065,1979,211,热血|战斗|科幻|特摄,0
罗布奥特曼（中配）,7.4,253367,1903074,170,213,热血|战斗|科幻|特摄,1
约会大作战 万由里裁决,9.3,13370030,4772835,626682,5213,战斗,0
欧布奥特曼 原生之初（中配）,6,418360,1903089,552,198,热血|科幻|战斗|特摄,0
艾克斯奥特曼（中配）,9.5,609329,1903083,1254,228,热血|战斗|科幻|特摄,0
魔法禁书目录 剧场版,9,8359054,4959978,434533,4353,科幻|校园|战斗|热血,0
皇帝圣印战记,6.5,17218951,668671,324212,14256,小说改|奇幻|战斗|架空,0
传说中勇者的传说,9.4,10659441,655818,192427,4299,奇幻|热血|战斗|架空,0
刀使巫女,8.7,13890063,659556,235133,6324,校园|战斗|原创,0
少女☆歌剧 Revue Starlight,9.8,15038708,650474,277258,26480,音乐|奇幻|战斗|偶像,0
剧场版 K Seven Stories,9.7,9640451,3027124,196580,5663,奇幻|战斗|声控|原创,1
境界的彼方 -I'LL BE HERE- 过去篇,9.5,6221779,3591672,71784,2503,恋爱|奇幻|战斗,1
revisions,8.8,9416821,620517,108480,9813,机战|科幻|战斗|原创,1
精灵宝可梦 无印,9.8,28425702,1566989,827864,5645,热血|战斗|励志|架空,1
热诚传说 第二季,8.2,12738995,1494401,242357,1600,游戏改|奇幻|战斗|架空,0
犬夜叉完结篇,9.8,26757633,2652476,473013,12089,漫画改|热血|奇幻|战斗,0
鸦KARAS,9.8,4792625,573819,83472,4748,奇幻|战斗,0
环太平洋：黑色禁区,6.3,9167385,565836,74049,6063,战斗|科幻|机战|原创,1
浪客剑心,9.7,9891263,627422,98559,3901,热血|战斗|历史|漫画改,1
绯弹的亚里亚 AA,8,13929528,1603665,475265,1157,热血|校园|战斗,0
約會大作戰 第二季 （僅限港澳台地區）,8.7,1009266,554315,78036,2589,奇幻|战斗,0
SSSS.电光机王,9.7,4209413,548806,34320,2314,原创|战斗|机战|特摄,1
[C]THE MONEY OF SOUL AND POSSIBILITY CONTROL,9.2,4957861,543018,77592,2969,奇幻|战斗|智斗|原创,0
刀剑神域 Extra Edition,8.7,13097293,7188473,199921,4345,小说改|热血|战斗|科幻,0
KEMURIKUSA,9.7,7255971,530467,79261,12117,原创|战斗,1
机动战士高达独角兽(UC) RE:0096,9.4,26599205,522496,291863,3833,热血|机战|科幻|战斗,0
终末的伊泽塔,9.3,7683222,520527,243351,2564,战斗|魔法|原创|架空,0
OVERLORD SP,9.4,41120921,8682559,48597,3859,科幻|奇幻|战斗|日常,0
龙之界点,8.1,4367799,516003,131783,1625,奇幻|战斗,0
全金属狂潮 Invisible Victory,9.7,9621385,718876,116288,8033,机战|战斗|时泪|小说改,0
KARNEVAL狂欢节,9.6,4750330,505815,147004,1706,奇幻|战斗|声控|架空,0
机动战士高达 铁血的奥尔芬斯 第一季,9.4,14611310,563143,221477,6263,热血|机战|科幻|战斗,0
魔笛MAGI 辛巴达的冒险,9.5,11651642,1112822,187994,1378,奇幻|战斗|架空|冒险,0
零之使魔 双月骑士,9.2,13960543,1430810,784706,3160,奇幻|战斗|小说改|架空,0
魔法战争,4.4,6574470,480559,155188,3533,战斗,0
魔偶马戏团,8.8,16119016,477494,125185,5889,热血|战斗,1
W'Z,8.5,7890192,476531,72565,2012,战斗|原创,1
Ange Vierge,8.2,5992204,474791,144554,534,奇幻|战斗,0
進擊的巨人 第三季 Part.2（僅限台灣地區）,9.8,4237771,1304226,103967,20524,漫画改|热血|奇幻|战斗,0
猎魔武士/GIBIATE,4,6810952,456099,49821,3008,原创|战斗|架空,1
重创的伤口,6.3,4356175,454995,16647,956,奇幻|声控|战斗,1
苍之骑士团,8.5,4732940,454243,25153,1444,游戏改|战斗|架空,1
K MISSING KINGS,9.4,7504588,3027123,197375,1792,奇幻|战斗|声控,0
叛逆性百万亚瑟王,8.1,6038089,499938,33513,2286,奇幻|战斗|游戏改|架空,1
浪客剑心 追忆篇,9.9,2002319,627422,20555,7186,漫画改|战斗|催泪|历史,1
零之使魔F,9.3,20731697,1430810,655975,3321,奇幻|日常|战斗|小说改,0
王之逆袭：意志的继承者,6.6,6262065,432475,25117,1879,奇幻|战斗|冒险|架空,1
Concrete Revolutio 超人幻想 第一季,9.5,8159036,498881,167209,1600,热血|奇幻|战斗|魔法,0
EVA 新世纪福音战士新剧场版1.11：序,9.7,7290832,1839842,94949,4703,科幻|机战|战斗,0
革命机Valvrave,9.8,7339058,420482,230063,95472,机战|科幻|战斗|原创,0
青春生存游戏,9.2,10543058,416963,596362,1412,热血|校园|战斗|少女,0
白猫计划 零之纪元,4.9,7354013,414891,68820,5958,游戏改|战斗|恋爱|奇幻,1
亚尔斯兰战记,9.2,22440734,621015,788797,1414,热血|智斗|战斗|架空,0
龙的牙医,9.6,3409781,399255,53091,2999,奇幻|战斗|原创|架空,0
浪客剑心 新京都篇,7.8,769589,627422,3853,339,战斗|历史,1
BEM,8.4,4879385,399238,40299,2904,漫画改|战斗|奇幻,1
魔笛MAGI 第二季,9.6,23121399,1112822,463905,2906,奇幻|战斗|架空|冒险,0
滑头鬼之孙 第二季,9.6,8049496,1010610,97948,3296,奇幻|战斗|热血|声控,0
发条精灵战记 天镜的极北之星,9.1,8308989,381863,134264,1177,奇幻|战斗|架空,0
中二病也要谈恋爱！恋 Lite,9.5,6997282,4399828,55691,1638,恋爱|奇幻|战斗,0
浪客剑心 星霜篇,8,572121,627422,3338,458,催泪|战斗|历史,1
钢壳都市雷吉欧斯,8,2741055,374287,34559,1144,科幻|热血|战斗|架空,0
EVA 新世纪福音战士新剧场版3.33：Q,8.9,6804531,1839842,120050,6602,机战|科幻|战斗,0
社长，战斗时间到！,6.1,6131822,366004,56771,6512,游戏改|奇幻|战斗|职场,1
灼眼的夏娜III -Final-,9.4,6361681,1340107,412783,3134,战斗|热血|小说改|奇幻,0
泽塔奥特曼（中配）,9.3,2349951,1903068,11890,614,热血|战斗|科幻|特摄,0
笑容的代价,4.2,6511253,364205,53306,8737,科幻|战斗|原创|机战,1
魔法科高校的劣等生 简单易懂的魔法科！,4.6,7569727,1628256,10777,3206,校园|搞笑|战斗|日常,0
DOG DAYS,9.3,2789415,424590,80827,1128,少女|战斗|热血|声控,1
灼眼的夏娜II -Second-,9.1,6218328,1340105,583514,1908,校园|战斗|热血|小说改,0
武装少女,9.2,5599273,357326,59906,3057,校园|战斗|漫画改,1
剧场版 BEM BECOME HUMAN,9,454699,399238,2527,470,战斗|奇幻|漫画改,1
EVA 新世纪福音战士新剧场版2.22：破,9.7,6842059,1839839,146280,5453,原创|科幻|机战|战斗,0
鬼斩,8.8,7624908,337667,48053,362,奇幻|战斗,0
亚尔斯兰战记 风尘乱舞,9.1,5264363,621015,160667,791,热血|战斗|架空|冒险,0
DARKER THAN BLACK -流星的双子-,9.6,3867156,1458038,111635,4717,奇幻|科幻|战斗|热血,1
罪恶王冠 SP,8.6,7334614,3193593,13078,799,奇幻|战斗|热血,0
忍者终结者 SE,9.7,9425136,333683,175436,4052,热血|奇幻|战斗,0
异界群敌 代码重组,6.1,4292813,328086,32516,1484,游戏改|战斗|科幻|萌系,1
BUDDY COMPLEX,9.4,5319705,325751,105660,1821,科幻|热血|机战|战斗,0
便·当,9.4,6363070,324708,183851,2236,热血|战斗|校园|小说改,0
黑之宣告,6.1,4425818,324062,127029,1320,机战|战斗|科幻,1
Regalia 三圣星,8.6,4445798,317520,117688,527,机战|战斗|架空,0
无畏魔女,8.6,4500464,316853,80816,451,战斗|机战|原创,0
路人超能100 REIGEN～不为人知的奇迹灵能者～（OVA）,9.7,6098573,4127665,47940,3223,搞笑|战斗,1
光之战记－ZUERST－,9.4,2881923,303018,16690,2620,奇幻|战斗|架空|游戏改,1
结城友奈是勇者,9.6,2566678,536188,63371,4288,战斗|魔法|冒险,0
EVA 新世纪福音战士剧场版：Air / 真心为你,9.6,5975956,1839841,92943,5288,科幻|机战|战斗,0
工作细胞（中配版）,9.7,19283581,8925662,136792,4547,漫画改|日常|战斗|搞笑,1
剧场版总集篇 OVERLORD 不死者之王,9.3,15333530,8682559,114218,2464,奇幻|战斗|魔法,0
女神异闻录4,9.7,4543749,297632,111361,1776,热血|奇幻|校园|战斗,1
巴哈姆特之怒 VIRGIN SOUL,7,10231433,615811,247826,4493,奇幻|战斗|魔法|架空,0
魔术士欧菲流浪之旅 基姆拉克篇,7.2,2187377,323167,2863,338,小说改|奇幻|战斗|冒险,1
UQ HOLDER！悠久持有者 OAD,9,4052128,1173511,24064,646,热血|战斗|漫画改,0
传颂之物,9.7,2358405,287160,53260,2052,奇幻|热血|战斗|架空,0
梦幻之星 神谕篇,8.3,5648549,284882,27893,1278,游戏改|战斗|声控|科幻,1
精灵宝可梦 XY,9.2,14226722,1566990,465026,1725,热血|战斗|励志,1
钢之炼金术师 叹息之丘的圣星,8.5,3236889,2549071,37603,1736,时泪|奇幻|战斗|热血,1
圣斗士星矢 THE LOST CANVAS 冥王神话,9.7,9188095,282238,185337,3736,奇幻|热血|声控|战斗,0
幽游白书,9.8,2424321,281275,21255,2584,战斗|热血|神魔|漫画改,1
罪恶王冠 失落的圣诞节 an episode of port town,8.8,4903190,3193598,48656,1020,战斗|热血|奇幻,0
剧场版总集篇 OVERLORD 漆黑的英雄,9.2,16483952,8682559,74224,2153,奇幻|战斗|魔法,0
ViVid Strike!,8.5,5767771,482049,109519,686,战斗|魔法,0
加速世界 Infinite Burst,8.7,4278576,1240193,131950,1022,小说改|恋爱|战斗|励志,1
灰色的迷宫,9.8,2901790,621684,12521,2939,战斗|游戏改,0
战斗女子高校,7.9,3341808,267038,56135,294,校园|魔法|游戏改|战斗,0
虚空魔境 第二季,9,5415496,265570,18910,1720,漫画改|热血|战斗,0
刀语,9.5,2658072,259839,78236,1974,历史|奇幻|战斗|催泪,0
尸者的帝国,8.5,2257534,258052,39883,1392,战斗,0
锁链战记 赫克瑟塔斯之光,7.4,2153306,466005,67551,196,奇幻|战斗|游戏改|架空,0
LORD of VERMILION 红莲之王,4.5,3418074,257050,19388,2072,战斗|游戏改,1
心靈代碼 QUALIDEA CODE（僅限港澳台地區）,8.6,472043,254416,10430,432,奇幻|战斗,0
Butlers～千年百年物语～,6.9,3482147,253837,29320,654,奇幻|校园|少女|战斗,0
星际牛仔 SP,9.8,6558580,572165,118737,962,热血|战斗,0
舞武器舞乱伎,7.5,5905607,309028,168429,331,热血|奇幻|战斗,0
EVA 新世纪福音战士剧场版：死与新生,9.5,4412791,1839839,23498,1986,科幻|机战|战斗,0
魔卡少女樱 香港之旅,9.5,2021719,3708141,49451,1479,时泪|萌系|奇幻|少女,0
吸血鬼仆人,8.2,3008251,256857,67399,1108,漫画改|战斗|奇幻,0
黑色残骸,8.8,8857981,236451,185165,669,机战|科幻|战斗,0
DARKER THAN BLACK -黑之契约者- 外传,9.7,1791503,1458038,36008,2081,奇幻|科幻|战斗|热血,1
最终幻想VII：降临之子,9.8,2164938,237705,39383,3779,科幻|战斗|架空,0
英雄时代,9.8,5132075,232073,94843,3342,科幻|热血|机战|战斗,0
将国之天鹰星,9.1,4357805,225934,71746,1463,战斗|漫画改|架空,0
Infini-T Force,9.2,3557762,224738,26667,1251,热血|战斗,0
枪与假面舞会,7.3,3987049,220339,170987,390,奇幻|战斗,0
问题儿童都来自异世界？ OVA 温泉漫游记,9.5,3596501,1716334,70040,1299,奇幻|战斗|架空|穿越,0
环战公主 CIRCLET PRINCESS,7.1,3588993,217912,27625,1199,社团|战斗|游戏改,1
虫之歌,9.2,635522,214121,5370,595,奇幻|战斗,0
真月谭月姬,8.1,1414497,211221,25868,1556,奇幻|校园|战斗,0
勇者斗恶龙 达伊的大冒险,9.6,3791062,209268,37178,2450,热血|战斗|冒险|漫画改,1
