番剧名称,评分,播放量,追番人数,弹幕总数,评分人数,类型,是否为大会员
悠哉日常大王 第三季,9.9,15762864,1554746,202271,21803,漫画改|日常|萌系|治愈,1
高达创形者,4.6,18628399,321530,292135,6345,热血|机战|社团|少儿,0
不可思议星球的双胞胎公主 Gyu,9.5,1878725,182222,32282,435,奇幻|战斗|少女|少儿,0
柯鲁布克罗/ Coluboccoro,9.1,202670,19383,709,259,原创|架空|奇幻,0
泽塔奥特曼（中配）,9.3,2349951,1903068,11890,614,热血|战斗|科幻|特摄,0
武装少女,9.2,5598997,357312,59905,3057,校园|战斗|漫画改,1
少女革命,9.8,2276260,186671,121104,1868,奇幻|校园|少女|战斗,0
EVA 新世纪福音战士剧场版：死与新生,9.5,4412791,1839839,23498,1986,科幻|机战|战斗,0
女神异闻录3 剧场版 #2 Midsummer Knight's Dream,9.4,2229656,243489,35334,285,科幻|奇幻|校园|战斗,1
超级马力欧兄弟 拯救桃子公主大作战！,8.4,232197,7163,2995,107,漫画改,0
宣告黎明的露之歌,9.4,806242,174288,30464,2938,奇幻,1
STAR DRIVER 闪亮的塔科特,9.3,1181340,101859,35681,882,科幻|机战|搞笑|热血,0
BanG Dream! OVA,9.2,716740,671432,9200,695,音乐|校园|社团|日常,0
月刊少女野崎君（僅限港澳台地區）,9.7,124356,31723,1792,195,搞笑|校园|少女|漫画改,0
剧场版「High☆Speed! -Free! Starting Days-」,9.7,52220,1619664,939,1683,校园|运动,1
科學超電磁砲T（僅限港澳台地區）,9.6,624441,43297,7050,952,漫画改|战斗|科幻|校园,1
我們真的學不來！（僅限台灣地區）,8.9,299984,35825,5329,220,漫画改|日常|校园|恋爱,0
巴哈姆特之怒 VIRGIN SOUL,7,10231497,615814,247826,4493,奇幻|战斗|魔法|架空,0
在地下城寻求邂逅是否搞错了什么 第二季,9,50264140,2885599,708875,22275,小说改|奇幻|战斗|冒险,1
人马少女的烦恼,9.2,9611013,542319,241266,3071,奇幻|日常|漫画改,0
盖亚奥特曼（中配）,9.9,7599855,1902918,87523,5494,热血|战斗|科幻|特摄,0
黑白来看守所,9.1,30020543,1210436,546803,2483,漫画改|搞笑,0
Q弟侦探因幡,9.7,3881234,387799,58117,1650,萌系|搞笑|日常,0
青春生存游戏,9.2,10543058,416963,596362,1412,热血|校园|战斗|少女,0
小马宝莉 友谊的魔力 第六季 (中配）,9.7,6317754,496353,106061,1176,萌系|魔法|日常|少儿,0
哆啦A梦 大雄的天方夜谭,9.6,637908,1473873,14596,219,萌系|奇幻|科幻|少儿,0
命运石之门 负荷领域的既视感,9.8,6362889,1963790,234769,10467,科幻|穿越,0
堀与宫村,9.8,153294576,5440063,1882871,122294,漫画改|校园|恋爱|少女,1
牙狼 -炎之刻印-,9.3,7558410,129870,217774,712,热血|奇幻|战斗,0
夏目友人帐 叁,9.7,16781465,5319609,848486,5563,奇幻|日常|治愈|催泪,1
彩虹小马 魔法公主特别篇,9.5,1747663,496366,10811,281,萌系|少女|魔法,0
创圣的大天使,8.7,1635872,196173,19777,232,科幻|热血|机战|架空,0
魂兽,8.4,421702,34437,6752,129,奇幻|科幻|热血,0
斯特拉的魔法,9.4,2873320,245789,83973,1058,萌系|校园|社团,0
幻想嘉年华,9.7,22794973,1209585,638866,9222,日常|泡面|奇幻,0
某科学的超电磁炮,9.7,115960226,6923288,6281921,39861,校园|战斗|奇幻|漫画改,1
中二病也要谈恋爱！,9.7,21153922,4399766,399867,29713,恋爱|校园|小说改|搞笑,1
叛逆性百万亚瑟王 第二季,9.4,3011706,499933,13470,1294,奇幻|战斗|游戏改,1
Q版！黑色四叶草,9.7,1654492,2213090,2907,1091,搞笑|萌系|战斗|架空,1
TARI TARI,9.7,3313516,526100,86516,4211,日常|音乐|校园|催泪,0
搖曳莊的幽奈小姐（僅限港澳台地區）,9.4,148584,112917,5352,420,恋爱|神魔|漫画改,0
校园迷糊大王 一学期补习,9.7,277426,211024,1976,261,搞笑|校园,0
龙娘七七七埋藏的宝藏,9,3975527,737891,52552,3315,奇幻|日常|推理,0
我的女神 小不隆咚便利多多,9.6,198291,253065,2944,114,时泪|治愈|奇幻,0
Fate/EXTRA Last Encore,8.8,45158224,2825979,869776,39441,奇幻|战斗|游戏改,1
纸箱战机 第一部,9.5,643886,18406,8069,130,少儿|热血,0
Under The Dog,9.2,752942,115404,6540,785,战斗,0
校园迷糊大王,9.8,2595706,211019,59886,2510,搞笑|日常,0
托尔与洛基：血亲,9.5,215578,19239,232,192,奇幻,0
哆啦A梦 新大雄的大魔镜~扁扁与5人之探险队,9.3,1125037,1473722,26447,375,奇幻|时泪|冒险,0
ALDNOAH.ZERO 第二季,6.5,3182219,339607,33864,5812,原创|战斗|科幻|架空,1
EVA 新世纪福音战士新剧场版3.33：Q,8.9,6804313,1839799,120049,6602,机战|科幻|战斗,0
罗密欧与朱丽叶,9.4,485143,83902,4569,281,恋爱|架空|奇幻,0
古城荆棘王,9.2,145779,34063,2332,352,冒险,0
零之使魔F,9.3,20732213,1430833,655976,3321,奇幻|日常|战斗|小说改,0
魔力家族 La prima festa,9,232558,209621,673,130,乙女|奇幻,0
銀河英雄傳說：全新命題 星亂（僅限港澳台地區）,9.7,124533,82626,1658,113,小说改|科幻|架空|声控,0
黑岩射手 / BLACK★ROCK SHOOTER,9.5,1062201,999632,5830,5076,战斗|穿越|原创,1
CLANNAD 另一个世界 智代篇,9.8,2169699,3139263,28206,5121,校园|治愈|时泪|催泪,0
如果高中棒球社女经理读过杜拉克的《管理学》的话,9.2,241309,23248,4398,131,运动|社团|校园,0
变态王子与不笑猫,9.7,5152870,1358033,90845,11345,日常|恋爱|小说改,0
东京教父,9.8,1402101,225706,25299,3191,日常|治愈,0
Fate/stay night [Unlimited Blade Works] 第二季,9.5,132205761,5239843,2675803,18376,奇幻|热血,0
文学少女 剧场版,9.3,290428,166085,4219,441,少女|治愈,0
重来吧，魔王大人！,8.2,54605671,1791081,912919,36247,小说改|奇幻|魔法|穿越,1
香蕉怪大叔 呐呐~呐 北海妖怪追追追！（第三季）,9.3,439883,42461,1233,248,原创,1
七武士,9.1,939783,80839,4603,299,热血|机战,0
侦探学园Q,9.5,633400,34651,9730,335,推理,0
小魔女学园,9.7,1430672,979098,15620,1320,萌系|奇幻|搞笑|校园,0
我的朋友很少 OAD,9.1,4008138,1305850,36398,600,小说改|社团|少女|日常,0
GJ部@,9.8,1447994,835489,45780,2156,搞笑|日常|校园|萌系,0
勇者斗恶龙 达伊的大冒险,9.6,3791062,209268,37178,2450,热血|战斗|冒险|漫画改,1
给桃子的信,9.5,1259418,177717,26302,1027,治愈,0
宅饮,9.3,6721751,427756,65292,1888,日常|美食|漫画改,0
问题儿童都来自异世界？,9.2,49506271,1716354,692543,7317,奇幻|战斗|热血|架空,0
重神机潘多拉,6.6,6966648,489483,100450,4910,机战|原创|科幻,1
魔法骑士,9.4,1039063,61443,20612,243,奇幻|少女|魔法|架空,0
Fate/stay night 06版,9.5,19889111,5239937,702336,11359,奇幻|战斗|魔法|游戏改,0
新机动战记高达W TV版,9.5,2979686,158558,46711,883,科幻|热血|机战,0
花牌情缘 第三季,7.8,6787540,574361,78844,9344,漫画改|热血|恋爱|少女,1
第一神拳 Rising,9.7,1575496,91324,15128,340,运动|热血,0
夏目友人帐 OVA,9.7,3914181,5319480,54610,3052,奇幻|日常|治愈,1
来冲浪吧！！美少年！！,6.3,917021,90246,10178,560,运动|声控,1
全金属狂潮,9.5,2326800,718876,26082,1113,热血|科幻|小说改|机战,0
魍魉之匣,9.5,1396756,176044,33825,662,智斗,0
小林家的龙女仆,9.7,252607064,6868982,5382943,47721,萌系|搞笑|日常|漫画改,1
我们这一家 第一期,9.8,5883587,205549,149,524,萌系|搞笑|日常,0
环太平洋：黑色禁区,6.3,9172637,566159,74077,6067,战斗|科幻|机战|原创,1
高校星歌剧 第二季,9.5,3530372,316083,102110,733,音乐|校园|原创|偶像,0
攻壳机动队 S.A.C. SSS 3D,9.5,733262,943232,7282,348,科幻|热血|智斗,0
会长是女仆大人！,9.8,42972091,2271592,909346,21248,日常|少女|校园|恋爱,0
名侦探柯南 天空的遇难船,9,3495141,3738545,95792,1843,漫画改|推理|智斗,1
五星物语,9.6,214644,27816,1944,290,奇幻|科幻|热血|机战,0
潘朵拉之心,9.6,6308852,559131,154654,3224,奇幻|神魔|冒险,0
越狱兔 第4季,9.6,6984790,267549,90596,346,萌系|搞笑|泡面,0
我家浴缸的二三事,9.6,26489217,623761,278233,2358,日常|泡面|治愈,0
非枪人生 第二季,9.3,4106341,918904,21658,2172,漫画改|战斗|科幻,1
这爱情有点奇怪,9.3,6563056,670349,74064,5669,漫画改|少女|恋爱,1
剑姬神圣谭 在地下城寻求邂逅是否搞错了什么 外传,9.7,8287526,2885660,85172,5716,小说改|奇幻|架空|神魔,1
皇帝圣印战记,6.5,17218780,668670,324207,14256,小说改|奇幻|战斗|架空,0
炎炎消防队 贰之章,9.1,54538035,2997919,430179,17003,漫画改|热血|战斗|声控,1
幻想嘉年华,9.7,22794082,1209570,638865,9222,日常|泡面|奇幻,0
精灵宝可梦 无印,9.8,28430887,1567095,827908,5645,热血|战斗|励志|架空,1
Concrete Revolutio 超人幻想 第一季,9.5,8159551,498904,167209,1600,热血|奇幻|战斗|魔法,0
真实之泪,9.3,4051057,459236,227263,3920,校园|治愈|恋爱|游戏改,0
热诚传说X,8.3,31103994,1494413,780232,2027,热血|奇幻|战斗|架空,0
武装神姬 Moon Angel,9.1,594920,239157,3134,141,热血,0
Concrete Revolutio 超人幻想 第二季,9.4,3306080,498877,71552,1522,热血|奇幻|战斗,0
热诚传说～导师的黎明～,8.9,1009043,1494413,2988,222,奇幻|架空|冒险,0
便·当,9.4,6363070,324708,183851,2236,热血|战斗|校园|小说改,0
蜡笔小新 超时空！呼风唤雨的我的新娘,9.7,1627502,1401315,36438,942,萌系|搞笑|少儿|穿越,1
川柳少女,9.7,22309577,1329169,366579,16067,漫画改|恋爱|校园|日常,1
道子与哈金,9.6,545716,138466,6118,875,热血|战斗,1
龙收藏,9,995561,26985,3113,131,战斗,0
七色星露,9.2,75424,29748,805,109,少女,0
魔法使的注意事项,8.9,306394,62175,5775,116,奇幻|治愈|魔法,0
萝球社！,9.3,3739448,368117,225713,1297,校园|萌系|运动|小说改,0
空战魔导士候补生的教官,7.1,35212636,876284,536540,2536,奇幻|热血,0
少女与战车 OVA 这次是真正的安齐奥战,9.4,1531574,685596,22737,1199,校园|少女|战斗|治愈,1
怪谈餐厅,9.5,712135,50579,25463,283,奇幻|校园|日常,0
S.A特优生,9.2,809153,393440,6720,1473,日常|少女,1
齐木楠雄的灾难 始动篇,9.8,24348659,4460606,183043,36297,漫画改|奇幻|日常|搞笑,1
宝可梦 我们的故事,9.4,567853,319018,5987,404,冒险|游戏改|奇幻,1
精灵宝可梦 世代,9.6,14853057,1566968,34484,796,战斗|治愈|架空|冒险,0
伪恋 OAD,9.2,6952922,2080199,158984,1472,校园,0
英雄时代,9.8,5132123,232074,94843,3342,科幻|热血|机战|战斗,0
Re：从零开始的异世界生活 第二季 后半,9.9,71274412,8647480,845506,140158,小说改|穿越|奇幻,1
永远之久远,8.6,836980,185728,3010,550,战斗,1
欧布奥特曼,9.8,3956627,1902918,29867,2576,热血|战斗|科幻|特摄,0
一起一起这里那里,9.8,11723889,1227773,172630,9976,萌系|日常|治愈|萝莉,0
星之梦～星之人～,9.8,1616899,1140444,70927,4112,催泪,0
哆啦A梦 大雄和发条都市冒险记,9.4,4202854,1473663,170775,260,时泪|少儿|架空|冒险,0
天降之物Final 我永远的鸟笼,9.8,4866820,1237897,62668,6183,奇幻,0
我们仍未知道那天所看见的花的名字。,9.5,40697213,3874931,2111108,32959,日常|治愈|催泪|原创,1
吹响吧！上低音号,9.8,28685648,1481818,673737,16665,音乐|校园|少女|励志,0
3月的狮子 第二季,9.8,12934425,1345363,256070,17706,日常|励志|漫画改,0
安倍桥魔法☆商店街,9.5,136370,15587,3616,135,奇幻|搞笑|日常,0
你看起来很好吃,9.8,3449143,460925,79666,8386,治愈,0
少女编号,9.2,12632058,908937,377458,4094,搞笑|励志|原创|职场,0
攻壳机动队 S.A.C. 2nd GIG,9.8,3562865,943120,50997,2672,科幻|热血|智斗,0
阿松 SP 赛马轶事,9.3,794540,716489,35269,478,搞笑|日常,1
音乐少女,7.8,2741376,152624,30345,736,搞笑|音乐|偶像|日常,0
流汗吧！健身少女,9.7,38197908,1596223,527882,18282,漫画改|日常|运动,0
我的妹妹不可能那么可爱 第二季,8.5,28733295,2351500,3947911,19330,日常|萌系|校园|小说改,0
神田川JET GIRLS（僅限台灣地區）,8.4,63959,22909,2249,189,原创|萌系|校园|运动,0
温暖的印记,9.8,13113458,641982,48639,5976,恋爱,0
佛兰德斯的狗,9.6,132577,36152,0,219,日常|治愈,0
拽妹黛薇儿 第三季,9.6,544083,116874,11520,121,,0
悠久之翼,9.7,3097342,464171,107987,2578,催泪|校园|恋爱,0
玻璃假面,9.8,51930,34153,1036,400,搞笑,1
鲁邦三世：DEAD OR ALIVE,9.4,482759,456932,1381,113,搞笑|热血|时泪,0
弱酸性百万亚瑟王,9.4,4118963,39020,9412,193,搞笑|漫画改|架空,0
超时空要塞 可曾记得爱,9.7,367824,118501,7738,448,少女|战斗,0
約會大作戰 第二季 （僅限港澳台地區）,8.7,1009345,554321,78039,2589,奇幻|战斗,0
One Room 第三季,9.8,13170842,2093625,94751,9541,日常|恋爱|治愈|泡面,0
灼眼的夏娜,9.4,14744530,1340147,990188,4822,校园|战斗|热血|小说改,0
网球并不可笑嘛 第一季,9.4,1637068,185795,7623,319,萌系|日常|运动|社团,0
美妙☆频道,8.3,2346430,144250,16552,518,音乐|偶像|原创,1
高分少女 第二季,9.9,8279619,554996,107452,26323,漫画改|恋爱,1
终末的伊泽塔,9.3,7683171,520527,243351,2563,战斗|魔法|原创|架空,0
彗星路西法,6.7,5512104,240668,234564,345,奇幻|架空|冒险,0
魔女的使命 OVA,9.3,2048770,215040,52583,464,校园|魔法,0
亚人酱有话要说 （僅限台灣地區）,9.7,69785,70382,3864,456,漫画改|日常|搞笑|校园,0
噬神者,9.4,33463811,1200721,447725,4442,奇幻|科幻|热血|游戏改,0
怪盗圣少女,9.8,197867,207316,2056,1842,萌系|少女|魔法,1
哆啦A梦 大雄的宇宙开拓史,9.3,996777,1473875,7034,254,萌系|奇幻|科幻|少儿,0
永远之久远,8.6,836933,185727,3010,550,战斗,1
CANNON BUSTERS,7.1,1232859,122219,6760,943,漫画改|搞笑|冒险|科幻,1
全职猎人,9.8,29479822,801956,808875,9016,奇幻|热血|智斗|战斗,0
某科学的超电磁炮T,9.8,172495331,6923418,2553285,113709,漫画改|战斗|科幻|校园,1
寻找满月,9.8,1728733,97972,29181,633,催泪|少女|治愈|奇幻,0
捷德奥特曼,9.4,3961590,1902917,25527,1721,热血|战斗|科幻|特摄,0
BUDDY COMPLEX,9.4,5319355,325728,105657,1821,科幻|热血|机战|战斗,0
中二病也要谈恋爱！,9.7,21155762,4399849,399887,29715,恋爱|校园|小说改|搞笑,1
刀剑神域 爱丽丝篇 异界战争,9.1,88642569,7188489,1054473,53023,小说改|穿越|科幻|架空,1
GA 艺术科美术设计班,9.5,181109,82947,1563,232,萌系|搞笑|日常|社团,0
神薙,9.4,2659769,455847,55537,2893,日常,0
两个人是少女福尔摩斯,7,533132,117843,18761,156,搞笑|日常,0
哆啦A梦：大雄的新恐龙,9.8,3335539,1473650,81047,5433,奇幻|动画|冒险,1
御神乐学园组曲,9,5136325,167642,194558,641,热血|校园|社团|战斗,0
能继续奔跑下去真是太好了。,9.3,182930,27754,1072,340,原创|励志|职场,0
哆啦A梦 新大雄的宇宙开拓史,9.2,583932,1473663,6449,210,奇幻|时泪|冒险,0
亚人酱有话要说 （僅限台灣地區）,9.7,69791,70390,3864,456,漫画改|日常|搞笑|校园,0
钻石王牌 act II 后半,9.8,9635706,316358,95802,4624,漫画改|校园|运动|社团,1
灰羽联盟,9.5,426832,72213,10879,391,治愈|奇幻|日常|架空,0
蜡笔小新 呼风唤雨！会唱歌的屁股炸弹,9.6,1056896,1401313,19288,336,萌系|搞笑|少儿,1
龙王的工作！,9.1,99223344,3578641,3575698,31729,小说改|职场,0
新机动战记高达W剧场版 无尽的华尔兹,9.8,735032,158590,6231,1309,原创|科幻|机战|架空,0
圣诞老人公司 ～圣诞节的秘密～,8.9,62614,17487,352,109,奇幻|冒险,1
攻壳机动队 笑面男,9.2,463750,943236,2647,142,科幻|热血|智斗,0
无头骑士异闻录×2 转,9.5,13038816,1695032,535344,2080,奇幻|日常|声控|小说改,0
路人超能100 II(灵能百分百 第二季),9.8,88883689,4127665,919382,72239,热血|奇幻|战斗|漫画改,1
樱花大战 OVA1 樱华绚烂,9.3,78365,354320,590,127,时泪|科幻|热血|机战,0
哆啦A梦 新大雄的宇宙开拓史,9.2,584014,1473722,6449,210,奇幻|时泪|冒险,0
异世界居酒屋～古都阿伊特力亚的居酒屋阿信～,9.2,13250914,414522,143387,2651,小说改|美食|架空,0
黑塔利亚 The Beautiful World 第5期,9.7,6121464,990512,229867,1755,萌系|日常|声控|泡面,0
头文字D First Stage,9.8,20986924,590483,566316,4985,时泪|运动|热血,0
彩云国物语 第二季,9.5,1609091,230765,25636,382,奇幻|少女|声控|小说改,0
妖精的尾巴 剧场版 凤凰巫女,9.6,2579451,241578,36024,1372,奇幻|战斗|冒险,0
魔卡少女樱 CLEAR CARD篇,9.8,58576801,3708156,2096553,46148,少女|魔法|漫画改,0
棺姬嘉依卡 AVENGING BATTLE（僅限港澳台地區）,8.9,49909,107367,1,142,小说改|战斗|魔法,0
约会大作战 第三季,7.8,55897812,4772910,1443181,38497,小说改|萌系|奇幻|战斗,1
SHOW BY ROCK!! 第二季,9.2,3806966,286889,49612,402,游戏改|搞笑|音乐|穿越,0
爱书的下克上：为了成为图书管理员不择手段！ 第二部,9.6,6107638,577910,98112,7758,小说改|穿越|架空|励志,1
亚尔斯兰战记 风尘乱舞,9.1,5264559,621049,160667,791,热血|战斗|架空|冒险,0
天使怪盗,9.4,1238631,76340,34000,342,奇幻|恋爱|神魔|少女,0
蜡笔小新 超时空！呼风唤雨的我的新娘,9.7,1627446,1401293,36438,942,萌系|搞笑|少儿|穿越,1
闪电十一人,9.7,1569121,49844,23889,409,热血|运动|少儿,0
某科学的超电磁炮S,9.7,67322541,6923290,3723830,26260,校园|战斗|奇幻,1
萩萩公主,9.6,711360,46897,24842,371,奇幻|少女,0
滑头鬼之孙 第二季,9.6,8049496,1010610,97948,3296,奇幻|战斗|热血|声控,0
One Off,9.6,300955,71665,4111,319,少女|日常|治愈,0
梦色蛋糕师,9.8,14388899,316438,360169,2611,少女|美食|奇幻|日常,0
爆走猎人,9.1,93876,32882,480,109,奇幻|小说改,1
茄子·安达卢西亚之夏,9.6,125771,11019,1567,135,少女|运动|热血,0
零之使魔F,9.3,20731697,1430810,655975,3321,奇幻|日常|战斗|小说改,0
乌冬面之国的金色毛球,9.6,10197952,621652,179060,2144,漫画改|日常|治愈,0
BRAVE10 真田十勇士,8.4,475225,99875,5927,238,历史|奇幻|热血|战斗,0
超时空要塞 Macross,9.5,1809530,118500,67286,527,科幻|热血|机战|偶像,0
怪医黑杰克,9.8,1949273,206673,49143,1485,漫画改,0
飙速宅男 GLORY LINE,8.7,2164815,210628,26098,911,热血,1
玉响～hitotose～,9.6,666215,154519,24609,577,日常|治愈|社团,0
放浪男孩,9.7,731161,94693,21467,991,日常|少女|治愈,0
名侦探柯南 异次元的狙击手,8.5,3156226,3737596,65325,1471,漫画改|推理|智斗,1
网球王子 那时的我们,8.8,660748,618485,3766,121,奇幻|校园|社团|运动,1
NO GAME NO LIFE 游戏人生,9.8,63132304,4200850,1661540,60061,奇幻|智斗|架空|穿越,0
怪盗圣少女,9.8,197884,207318,2056,1842,萌系|少女|魔法,1
小马宝莉 友谊的魔力 第七季,9.7,7923936,496368,159931,2093,魔法,0
灼眼的夏娜 剧场版,9.3,1037539,1340091,16306,455,校园|战斗|热血|小说改,0
轻音少女 第二季,9.9,24416012,1918082,720035,49626,漫画改|萌系|音乐|校园,1
我的女神,9.7,2311681,253070,41822,1658,时泪|治愈|奇幻,0
犬夜叉完结篇,9.8,26757633,2652476,473013,12089,漫画改|热血|奇幻|战斗,0
DARKER THAN BLACK -流星的双子-,9.6,3867156,1458038,111635,4717,奇幻|科幻|战斗|热血,1
怪化猫,9.8,13171316,1240038,328798,11634,奇幻|治愈|神魔,0
转生成为了只有乙女游戏破灭Flag的邪恶大小姐,9.5,78831790,2864800,1546170,74352,穿越|搞笑|恋爱|乙女,1
降世神通：最后的气宗 第一季,9.7,1454645,111814,26079,1214,奇幻|战斗,0
欢乐课程,8.9,548813,57517,6960,139,日常,0
深渊传说,8.9,1145420,95116,25350,286,奇幻|热血|战斗,0
哆啦A梦 大雄的宇宙小战争,9.5,747697,1473715,20073,239,萌系|奇幻|科幻|少儿,0
宫河家的空腹,9.1,926725,49549,11854,375,萌系|日常|泡面|治愈,0
零之使魔,9.3,10841766,1430813,319165,5648,奇幻|日常|战斗|恋爱,0
初恋怪兽,7,14043077,821041,855737,1465,校园|日常,0
银之匙 Silver Spoon 第一季,9.8,6916084,301875,160899,3944,日常|校园|热血|美食,0
Fate/Grand Order - 絕對魔獸戰線巴比倫尼亞 -（僅限台灣地區）,8.8,359279,81504,5412,591,游戏改|穿越|奇幻|战斗,0
名侦探柯南 天空的遇难船,9,3495120,3738534,95792,1843,漫画改|推理|智斗,1
秒速五厘米,9.5,20991329,2542390,669402,16924,催泪|日常,0
排球少年剧场版 胜者与败者,9.7,1152502,741116,7535,942,热血|运动,0
男子高中生的日常,9.8,45425088,2574903,1632950,33233,搞笑|校园|日常|漫画改,0
FORTUNE ARTERIAL -赤之约束- OAD,9.5,2141185,340294,80550,297,奇幻|日常,0
我太受欢迎了该怎么办,9.1,39679363,1502230,1289104,5178,乙女|漫画改|校园,0
偶像荣耀/IDOLY PRIDE,9.8,4779058,471870,55891,6377,原创|偶像|奇幻,1
3月的狮子,9.8,22184330,1345429,364001,10005,漫画改|恋爱|日常|励志,0
白兔糖 特典,9.8,538519,483154,4426,876,日常|治愈,0
ULTRAMAN 机动奥特曼（中配）,9.2,30939375,1903619,448529,1266,漫画改|奇幻|战斗|科幻,0
学园孤岛,9.5,27348172,1130652,1242856,11947,萌系|校园|冒险|日常,0
城市猎人 剧场版,9.6,669122,188235,6765,227,搞笑|热血,0
无口的森田小姐 OAD,9.3,69373,75519,615,109,少女,0
薄樱鬼 雪华录,9.3,820474,420783,23004,167,历史|声控|乙女,0
我们仍未知道那天所看见的花的名字。 剧场版,9.6,6306643,3874726,173451,6637,催泪|治愈,1
知晓天空之蓝的人啊,9.6,4928457,737162,74272,15703,恋爱|穿越|音乐|治愈,1
昭和物语,9.1,291797,38188,4833,123,历史|日常|治愈,0
愤怒的审判,5.9,14895684,2697018,60708,5782,漫画改|热血|战斗|奇幻,1
琴之森,9.5,3678059,312709,29340,1383,音乐|治愈|励志|漫画改,0
排球少年剧场版 才能与感觉,9.7,1186409,741116,17969,1181,热血|运动,0
读或死 TV,9.2,336414,55470,8414,308,科幻,0
K MISSING KINGS,9.4,7505106,3027223,197375,1792,奇幻|战斗|声控,0
博人传 火影忍者新时代,4.2,225630760,2066285,4209422,210361,热血|架空|冒险,1
宝石之国,9.7,63845891,3064180,1358214,56849,战斗|架空|励志|催泪,1
英国恋物语艾玛 第二幕,9.5,799488,60293,31864,127,恋爱|治愈,0
如果高中棒球社女经理读过杜拉克的《管理学》的话,9.2,241326,23247,4398,131,运动|社团|校园,0
Caligula 卡里古拉,8.7,13389037,816679,192878,7578,战斗|游戏改|科幻,0
Re：创造主,8.8,90164207,3372726,2523561,29016,科幻|奇幻|原创|穿越,0
迷宫塔 ～乌鲁克之剑～,8.2,266373,51571,9471,189,奇幻|科幻|热血|架空,0
比宇宙更远的地方,9.8,20150863,1419733,443955,37674,声控|治愈|励志|原创,0
剧场版 阿松,9.8,991979,716490,28162,3336,日常|漫画改|搞笑,1
Lapis Re:LiGHTs（僅限港澳台地區）,9.4,67683,8147,999,116,校园|偶像|少女|魔法,0
言叶之庭,9.7,19224034,2218366,704179,18408,日常|少女|治愈,0
魔法少女育成计划,7.9,9959600,511740,418342,3323,魔法,0
转生成蜘蛛又怎样！,9,156646082,4193817,837866,66034,奇幻|穿越|冒险|励志,1
恶魔战线,8.2,6872829,541976,85326,2915,恋爱|奇幻|漫画改,1
斯特拉的魔法 OVA,9.4,164498,245788,1551,224,校园|日常,0
偶像大师灰姑娘剧场,9.3,2353374,543477,6727,238,偶像|泡面,0
关于我转生变成史莱姆这档事 第二季,9.1,171264206,8518570,1209623,174103,小说改|奇幻|战斗|魔法,1
迪迦奥特曼（中配）,9.9,47570889,1903086,634847,57938,战斗|科幻|热血|特摄,0
不要输！！恶之军团！,9.6,530189,28219,6982,289,搞笑|泡面,0
天地创造设计部,9.5,16506369,996491,161229,20786,漫画改|奇幻|搞笑,1
齐木楠雄的灾难 始动篇,9.8,24350884,4460716,183048,36297,漫画改|奇幻|日常|搞笑,1
魔法少女什么的已经够了啦。,9,6913522,398408,63054,714,萌系|日常|魔法,0
