番剧名称,评分,播放量,追番人数,弹幕总数,评分人数,类型,是否为大会员
理科生坠入情网，故尝试证明。,9.7,40474495,2457057,761806,44818,漫画改|日常|搞笑|校园,1
齐木楠雄的灾难,9.7,124116066,4460604,1453211,27943,校园|搞笑|日常|漫画改,1
擅长捉弄的高木同学 第二季,9.9,52261168,2414966,1591359,106793,漫画改|校园|恋爱|日常,1
我女友与青梅竹马的惨烈修罗场,8.9,47859674,2371666,3071679,19378,校园|恋爱,0
入间同学入魔了,9.5,104461815,2646854,1061889,42380,漫画改|校园|搞笑|奇幻,1
某科学的超电磁炮S,9.7,67322910,6923305,3723832,26260,校园|战斗|奇幻,1
落第骑士英雄谭,9.4,96075612,2339469,2463388,19908,校园|战斗|架空|冒险,0
会长是女仆大人！,9.8,42974512,2271633,909354,21248,日常|少女|校园|恋爱,0
齐木楠雄的灾难 第二季,9.8,99568223,4460604,1257089,39198,搞笑|校园|漫画改,1
宇崎学妹想要玩！,9.4,59610511,2255695,979303,33056,漫画改|搞笑|校园,1
喜欢本大爷的竟然就你一个？,9,62292794,2235696,1356456,91600,小说改|校园|恋爱,1
我的妹妹不可能那么可爱 第一季,9.2,36756834,2351520,2462935,14594,萌系|校园|日常|恋爱,0
Angel Beats!,9.7,14779852,2078546,376365,25990,奇幻|校园|战斗|催泪,0
终结的炽天使 名古屋决战篇,8.7,78820525,3446498,2113315,8721,奇幻|校园|战斗,0
伪恋,9.3,21587513,2080199,913380,13284,漫画改|搞笑|日常|校园,0
学战都市Asterisk,8.3,81162579,2248044,1365051,4145,校园|奇幻|战斗|架空,1
我们无法一起学习！,5.3,34860802,2045547,518076,44312,漫画改|日常|校园|恋爱,1
玉子爱情故事,9.9,14417041,2891559,532614,29002,校园|少女|恋爱,0
邻座的怪同学,9.6,47338292,1813752,1222703,12491,搞笑|少女|校园,0
这个美术社大有问题！,9.7,39850586,1791097,1317114,17624,校园|日常,0
弱势角色友崎君,9.1,35155579,1758935,410575,38191,小说改|校园|恋爱,1
无论何时我们的恋情都是10厘米。～告白实行委员会～,9.6,17660499,2356745,295202,11329,恋爱|音乐|原创|校园,0
我们无法一起学习,9.2,48226985,2045548,902845,16986,漫画改|日常|校园|恋爱,1
齐木楠雄的灾难（日播&精选版）,9.6,216472550,4460605,1291879,10536,奇幻|校园|泡面|漫画改,1
轻音少女 第一季,9.9,25707249,1918093,729170,61594,日常|校园|音乐|漫画改,1
终将成为你,9.8,22204851,1636753,591922,31045,恋爱|校园|漫画改,1
Love Live! 学园偶像 电影,9.9,1673955,1767654,38286,8063,原创|校园|偶像,1
Just Because!,9.5,27840883,1614977,726532,25889,恋爱|原创|校园,0
魔法禁书目录 第二季,9.1,45245893,4959987,2456695,11359,科幻|校园|战斗|热血,0
Love Live! School Idol Project,9.7,22437128,1767658,1836036,11066,校园|音乐|偶像|社团,0
笨蛋，测验，召唤兽,9.7,27706133,1716595,911906,11097,奇幻|校园|恋爱|小说改,0
伪恋：,9.4,52054974,2080199,1182381,10212,日常|校园|漫画改,0
Rewrite,8.6,37398557,1930935,1111285,3808,奇幻|校园|穿越,0
我太受欢迎了该怎么办,9.1,39677506,1502161,1289085,5178,乙女|漫画改|校园,0
无能力者娜娜,9.4,35438611,1477561,292461,78496,漫画改|校园|智斗|催泪,1
弹丸论破,9.3,36831440,1460446,1028039,9926,推理|校园,0
Fate/kaleid liner 魔法少女☆伊莉雅 Prisma☆Phantasm,9.6,3987394,1941167,64740,6421,漫画改|校园|魔法|搞笑,1
ReLIFE,9.9,13900103,1495052,192075,27525,校园|恋爱|搞笑|治愈,1
GAMERS电玩咖！,9.1,34496823,1339059,1131276,18548,小说改|校园|社团,0
川柳少女,9.7,22309577,1329169,366579,16067,漫画改|恋爱|校园|日常,1
青春之旅,9.5,12320362,1347335,386400,6201,少女|恋爱|校园,0
绯弹的亚里亚,8.7,22917351,1603666,933813,4380,热血|奇幻|校园|战斗,0
吹响吧！上低音号,9.8,28685648,1481818,673737,16665,音乐|校园|少女|励志,0
Free!-Road to the World-梦,9.7,941340,1619664,35790,1981,社团|校园|运动,1
不吉波普不笑,9.7,21536220,1231007,256121,20769,小说改|奇幻|校园|声控,1
CLANNAD ～AFTER STORY～,9.9,18270225,3139116,412125,56962,时泪|校园|治愈|催泪,0
学战都市Asterisk 第二季,8.5,56076793,2248044,977573,3324,奇幻|校园|战斗|架空,1
灼眼的夏娜,9.4,14743596,1340109,990175,4822,校园|战斗|热血|小说改,0
弹丸论破3 -绝望篇-,8.3,40414282,1575645,898383,5768,热血|校园|智斗,0
学园孤岛,9.5,27348172,1130652,1242856,11947,萌系|校园|冒险|日常,0
欢迎光临樱兰高校,9.9,25848166,1110375,614820,12805,搞笑|日常|少女|校园,0
我的妹妹不可能那么可爱 第二季,8.5,28733897,2351520,3947921,19331,日常|萌系|校园|小说改,0
加速世界,8.7,19008408,1240193,822892,6877,科幻|校园|战斗|热血,0
百武装战记,7.8,25583744,1088576,1014715,2529,恋爱|校园|战斗,1
水果篮子 第二季,9.6,8144762,1231297,99724,4825,漫画改|奇幻|校园|恋爱,1
Rewrite 2nd Season,9.2,18326392,1930934,383892,4442,校园|社团|战斗|游戏改,0
Little Busters!,9.7,10056764,1137035,263662,4286,校园|日常|治愈|励志,0
一周的朋友。,9.7,5262654,1026749,222040,8355,日常|少女|催泪|校园,0
恋爱小行星,9.7,13621769,1007968,339329,15779,漫画改|搞笑|日常|治愈,1
恋爱随意链接,9.6,7141846,965850,279620,12650,日常|少女|校园|小说改,0
小桃小栗Love Love物语,9.5,18853030,958908,593952,3770,恋爱|校园|日常,0
对魔导学园35试验小队,8.6,28911927,955188,585425,2555,校园|奇幻|战斗,0
魔法少女☆伊莉雅 2WEI!,9.5,11903873,1941167,215304,3221,萌系|校园|战斗|热血,0
ReLIFE 完结篇,9.9,10884883,1495053,142096,54259,恋爱|科幻|校园|漫画改,0
水果篮子 (2019),9.7,17085304,1231296,263314,9684,漫画改|奇幻|校园|恋爱,1
好想告诉你 第一季,9.7,14024389,977992,805940,4946,少女|校园|治愈|催泪,0
Free!,9.6,10186381,1619664,337612,4680,校园|运动,1
吹响吧！上低音号 第二季,9.9,5329059,1481817,160720,15969,日常|校园|励志|音乐,1
政宗君的复仇,5.1,13361003,901009,179654,18208,搞笑|日常|恋爱|校园,1
俺物语！！,9.9,14438225,895102,547630,42528,漫画改|日常|校园|恋爱,1
一个人的〇〇小日子,9.6,14556218,889921,246235,7075,漫画改|日常|萌系|校园,1
不正经的魔术讲师与禁忌教典,9.2,13125770,870490,112846,7157,战斗|校园|奇幻|架空,1
轻音少女 第二季,9.9,24416246,1918091,720035,49626,漫画改|萌系|音乐|校园,1
凉宫春日的忧郁 2009,9.7,8502571,1177735,250597,9272,小说改|奇幻|校园|日常,1
Love Live! School Idol Project（第二季）,9.7,26680961,1767658,1554133,8439,校园|音乐|偶像|社团,0
玛纳利亚的密友（Mysteria Friends）/巴哈姆特之怒/玛娜利亚魔法学院,9.8,10468140,837594,128426,10763,校园|魔法|游戏改|日常,1
吹响吧！上低音号～誓言的终章～,9.9,2747245,1481817,107259,17614,日常|校园|励志|音乐,1
三坪房间的侵略者！,9.6,10902350,831904,351109,7629,小说改|搞笑|校园|恋爱,0
从很久以前就喜欢你了。～告白实行委员会～,9.6,8070645,2356745,209379,2823,恋爱|音乐|校园|声控,1
弦音 -风舞高中弓道部-,9.5,12503142,822306,251552,9917,小说改|校园|社团|运动,1
初恋怪兽,7,14043201,821052,855737,1465,校园|日常,0
GJ部,9.7,9822314,835500,299456,6827,萌系|搞笑|日常|校园,0
暗黑破坏神在身边。,9.2,14219191,769140,179887,11541,漫画改|日常|搞笑|声控,1
学生会的一己之见,9.8,6026099,804669,91725,6158,日常|校园|小说改,0
突击莉莉 BOUQUET,8.8,10015758,726509,140575,7198,原创|战斗|萌系|校园,1
笨蛋，测验，召唤兽2,9.7,12795355,1716595,262670,8996,奇幻|校园|小说改,0
干物妹！小埋 OVA,9.4,17388330,6733392,352476,3259,萌系|校园|日常|治愈,0
男子高校生活,9.2,18798566,680111,229071,1562,校园|日常|泡面,0
魔法禁书目录 剧场版,9,8359084,4959987,434534,4353,科幻|校园|战斗|热血,0
吹响吧！上低音号～想要传达的旋律～,9.8,1080829,1481818,14595,3696,小说改|日常|校园|萌系,1
吹响吧！上低音号～欢迎来到北宇治高中吹奏乐部～,9.8,1048813,1481818,15234,3252,小说改|日常|萌系|校园,1
刀使巫女,8.7,13890114,659556,235133,6324,校园|战斗|原创,0
齐木楠雄的灾难 完结篇,9.8,9337388,4460606,77781,13729,搞笑|校园|漫画改,1
排球少年！！,9.9,15065947,741003,283122,25510,漫画改|热血|校园|运动,1
我的青春恋爱物语果然有问题。 第一季 OVA,9.7,9873905,5895826,159845,6528,小说改|恋爱|校园,0
穿越时空的少女,9.5,3224823,618109,64063,6142,科幻|催泪|校园|穿越,1
历物语,9.7,8894845,593868,93034,2400,奇幻|校园,0
心灵想要大声呼喊,9.3,2460230,576276,68209,6229,校园|治愈,1
喜欢上你的那个瞬间。～告白实行委员会～,9.6,5222640,2356743,85316,2348,恋爱|校园|声控,1
重启咲良田,9.8,5076555,557464,76602,14915,小说改|日常|奇幻|校园,1
绯弹的亚里亚 AA,8,13929555,1603666,475265,1157,热血|校园|战斗,0
Anne Happy,9.6,8156084,555683,305755,2901,萌系|校园|日常,0
轻音少女 剧场版,9.9,3190434,1918094,193550,51779,日常|萌系|音乐|校园,1
TARI TARI,9.7,3313543,526104,86516,4211,日常|音乐|校园|催泪,0
我们大家的河合庄,9.7,3034331,523379,54356,5502,日常|恋爱|校园,0
BanG Dream! 梦想协奏曲 第三季,9.8,4676132,671434,113630,6385,原创|校园|音乐,1
BanG Dream!,9.5,8173484,671433,219816,3331,校园|音乐|社团|日常,0
恶魔之谜,9.3,4497356,472274,107440,3490,校园,0
宝石幻想 光芒重现,9.6,5572517,464651,85932,4900,校园|魔法|原创|日常,1
真实之泪,9.3,4050693,459222,227255,3919,校园|治愈|恋爱|游戏改,0
Charlotte SP,9.7,12580167,4170138,172008,4908,奇幻|校园,0
凉宫春日的忧郁 2006,9.7,2363974,1177737,23621,3213,时泪|奇幻|搞笑|科幻,1
伪恋 OAD,9.2,6952922,2080199,158984,1472,校园,0
只要長得可愛，即使是變態你也喜歡嗎？（僅限台灣地區）,9.3,1162750,445164,40607,3185,小说改|校园|恋爱,0
少女们向荒野进发,7.6,8449892,453287,274690,632,校园,0
悠久之翼,9.7,3097444,464184,107987,2578,催泪|校园|恋爱,0
凉宫春日的消失,9.9,1635037,1177737,54035,11118,搞笑|奇幻|校园|日常,1
牵牛花与加濑同学。,9.8,1935458,420685,50485,6727,校园|日常|漫画改,1
星合之空,9.7,7531102,418407,122269,12442,原创|运动|校园,1
青春生存游戏,9.2,10543088,416967,596362,1412,热血|校园|战斗|少女,0
Love Live! Sunshine!! 第二季,9.4,6469049,1258634,271688,5771,音乐|校园|偶像|社团,0
花牌情缘,8.6,4792456,574358,111146,2851,少女|运动|校园|热血,0
寻找失去的未来,9,3125948,412468,80111,1664,校园|穿越,0
网球王子,9.6,21312380,618485,687011,3198,校园|运动|奇幻,1
好想告诉你 第二季,9.6,9695940,977992,366095,2667,少女|校园|治愈|催泪,0
动画同好会,8.6,4812563,382095,167485,2668,校园|社团|原创|搞笑,0
魔法科高校的劣等生 简单易懂的魔法科！,4.6,7569727,1628257,10777,3206,校园|搞笑|战斗|日常,0
初音岛,9.4,2656695,471417,49833,865,游戏改|日常|校园|恋爱,0
灼眼的夏娜II -Second-,9.1,6218386,1340109,583514,1908,校园|战斗|热血|小说改,0
武装少女,9.2,5599367,357329,59906,3057,校园|战斗|漫画改,1
Little Busters! ～Refrain～,9.8,3244444,1137036,72057,5204,校园|励志|游戏改,0
厨病激发男孩,9.6,5255825,350545,82389,5513,小说改|搞笑|日常|校园,1
萝球社！,9.3,3739109,368107,225712,1297,校园|萌系|运动|小说改,0
ANIMAYELL!,9.5,3254932,338170,58432,3084,萌系|校园|社团|运动,1
Free! -Eternal Summer-,9.7,5236743,1619663,229305,2510,校园|运动,1
琴浦小姐,9.3,6834767,328899,258579,3943,日常|催泪|校园|恋爱,0
小森同学拒绝不了！,9.2,8453525,327943,59842,952,校园|日常|萌系,0
珈百璃的堕落 SP,9.8,5849398,2928270,106940,4036,校园|日常|漫画改,0
便·当,9.4,6363107,324708,183851,2236,热血|战斗|校园|小说改,0
CLANNAD ～AFTER STORY～另一个世界 杏篇,9.7,2179298,3139117,36606,4693,时泪|校园|治愈|催泪,0
放学后桌游俱乐部,9.3,3343770,322173,64062,3220,漫画改|校园|日常|社团,1
Classroom☆Crisis,9.3,6643616,321195,131677,1238,萌系|奇幻|科幻|日常,0
Love Live！虹咲学园学园偶像同好会,9.8,5566088,318588,126481,8560,校园|偶像|音乐,1
学生会的一己之见 Lv.2,9.8,3449883,804669,58979,3811,小说改|搞笑|日常|校园,0
沒有黃段子的無聊世界（僅限港澳台地區）,9.3,48285403,311063,2980875,1689,日常|校园,0
Dance with Devils,7.9,7030746,310796,375420,405,校园|乙女,0
CLANNAD 另一个世界 智代篇,9.8,2169395,3139117,28206,5120,校园|治愈|时泪|催泪,0
三者三叶,9.6,4616752,305366,158473,1439,萌系|校园|日常|治愈,0
乒乓,9.8,4237275,297346,41505,11615,漫画改|校园|运动|热血,1
女神异闻录4,9.7,4543788,297634,111361,1776,热血|奇幻|校园|战斗,1
中二病也要谈恋爱！恋 SP,9.6,7625300,4399855,49034,1422,小说改|恋爱|校园,0
银之匙 Silver Spoon 第一季,9.8,6916201,301878,160899,3944,日常|校园|热血|美食,0
DEPTH OF FIELD ～ 爱与憎恨的剧场,9.4,6021646,4399849,90922,1506,萌系|搞笑|校园,0
政宗君的复仇（僅限港澳台地區）,6.7,297233,276926,13486,1368,漫画改|校园|恋爱,0
笨蛋，测验，召唤兽 OVA,9.7,5745069,1716595,98471,2497,搞笑|校园|社团|日常,0
告白实行委员会 告白预演,9.2,6291134,2356746,39277,523,恋爱|校园|声控,0
归宅部活动记录,9.7,2687792,271929,77579,2249,校园,0
学园Handsome,9.4,6817310,269313,98930,2869,搞笑|校园|游戏改|泡面,0
战斗女子高校,7.9,3341839,267041,56138,294,校园|魔法|游戏改|战斗,0
男子高中生的日常 SP,9.7,8766273,2574817,35699,2618,搞笑|校园|日常,0
中二病也要谈恋爱！Lite,9.6,4299095,4399851,71090,1869,小说改|恋爱|校园,0
Butlers～千年百年物语～,6.9,3482170,253838,29320,654,奇幻|校园|少女|战斗,0
偶像大师,9.8,3094122,259035,279737,2529,校园|音乐|催泪|偶像,0
斯特拉的魔法,9.4,2873320,245789,83973,1058,萌系|校园|社团,0
钻石王牌 act II 后半,9.8,9634720,316338,95759,4624,漫画改|校园|运动|社团,1
剧场版「High☆Speed! -Free! Starting Days-」,9.7,52220,1619664,939,1683,校园|运动,1
若叶女孩,9.6,4491332,234921,85323,976,萌系|日常|校园|治愈,0
女神异闻录5 -THE DAY BREAKERS-,9.6,2810409,1365280,23762,1483,热血|科幻|奇幻|校园,1
Little Busters! EX,9.7,1525204,1137036,30431,1730,校园|日常|治愈|励志,0
圣诞之吻SS+ SP,9.7,2644821,707828,14535,783,校园|日常|治愈,0
騷亂時節的少女們。（僅限台灣地區）,9.4,798248,222717,36601,2965,漫画改|日常|校园|恋爱,0
被狙击的学园,8.5,1284631,222125,34817,1162,催泪|奇幻|校园|日常,0
狼少女与黑王子,8.9,2741959,264689,58579,1673,漫画改|少女|恋爱|校园,1
SHUFFLE,9.1,2496599,223511,41244,803,游戏改|奇幻|魔法|神魔,0
魔女的使命 OVA,9.3,2048770,215040,52583,464,校园|魔法,0
真月谭月姬,8.1,1414524,211225,25868,1556,奇幻|校园|战斗,0
DAYS,8.6,8340320,210188,231323,518,热血|校园|运动,0
魔法少女☆伊莉雅 OVA,9.2,2904347,1941167,30480,841,萌系|校园|少女|魔法,0
阳光中的青时雨,9.7,1064557,200020,14095,1006,治愈|恋爱|校园,0
告白实行委员会 嫉忌的答复,9.2,6291134,2356746,39277,451,恋爱|校园|声控,0
君吻Pure Rouge,8.5,1545466,198305,29710,1013,日常|恋爱|校园,0
高校星歌剧,9.6,6337253,316074,402988,729,校园|音乐,0
青春歌舞伎,9,2106595,194734,42553,292,校园|社团|励志,0
女神异闻录3 剧场版 #1 Spring of Birth,9.4,2229658,243489,35334,502,科幻|奇幻|战斗|校园,1
MIX,9.8,6377269,192539,42374,4431,漫画改|运动|社团|恋爱,1
美妙射击部,9.4,2348646,186812,31002,2218,漫画改|萌系|运动|社团,1
灼眼的夏娜 剧场版,9.3,1037559,1340110,16306,455,校园|战斗|热血|小说改,0
橘色奇迹,9,949221,180459,14717,1223,漫画改|校园|恋爱|奇幻,1
面包带来和平！,8.8,3601452,179968,34020,327,萌系|校园|日常|治愈,0
告白实行委员会 我于此刻恋上你,9.2,6291134,2356746,39277,426,恋爱|校园|少女|音乐,0
灼眼的夏娜S,9.5,1460898,1340110,56644,587,校园|战斗|热血|小说改,0
旋风管家 Cuties,9.5,2277190,304669,24997,684,搞笑|校园,0
悠久之翼2,9.7,1533207,464184,54123,2323,少女|催泪|校园|恋爱,0
御神乐学园组曲,9,5136358,167645,194558,641,热血|校园|社团|战斗,0
早安恋味糕点店,7.7,1905906,166909,30776,279,恋爱|校园|日常,0
少女革命,9.8,2276301,186672,121105,1868,奇幻|校园|少女|战斗,0
麻辣教师GTO,9.8,6857765,164448,184635,3340,时泪|搞笑|日常|热血,0
恋爱情结,9.7,3163929,161637,115881,1402,恋爱|校园|少女,0
邻座的怪同学 OAD,9.5,1758945,1813752,21103,978,搞笑|校园|少女,0
美男高校地球防卫部LOVE！,9.1,882619,281809,39294,526,搞笑|奇幻|战斗|校园,0
钻石王牌 act II 前半,9.7,12362109,316338,113412,3802,漫画改|校园|运动|社团,1
HELLO!! 黄金拼图,9.7,2028453,396008,119511,1779,校园|日常|治愈,0
八月的棒球甜心,9,1489246,155967,24553,1111,游戏改|运动|校园,1
A CHANNEL,9.7,1129880,158230,28253,1170,萌系|日常|校园|治愈,0
月色真美 SP,9.7,2773444,3199505,27739,2234,恋爱|校园|原创,0
青春之旅 OAD,9.3,3381451,1347335,69539,786,恋爱|校园,0
GJ部@,9.8,1448026,835500,45780,2156,搞笑|日常|校园|萌系,0
灼眼的夏娜 OVA 恋爱与温泉的校外学习！,9.3,913265,1340110,33703,394,校园|热血|小说改|奇幻,0
萝球社！SS,9.3,1988692,368107,128413,925,萌系|校园|运动|小说改,0
黑子的篮球 第3期 OVA,9.7,745406,1207265,8824,988,热血|校园|社团|运动,1
坂道上的阿波罗,9.6,890333,140375,24984,1268,音乐|治愈|励志|校园,0
排球少年剧场版 结束与开始,9.8,1820195,741004,17583,1496,热血|校园|社团|运动,0
小魔女学园,9.7,1430681,979099,15620,1320,萌系|奇幻|搞笑|校园,0
虹色时光,9.4,1880132,137107,19134,1523,漫画改|恋爱|校园|少女,1
美男高校地球防卫部LOVE！LOVE！,9,1751450,281809,147248,288,搞笑|校园|战斗,1
花牌情缘 第二季,8.5,2269034,574358,69895,1862,少女|运动|校园|热血,0
银之匙 Silver Spoon 第二季,9.8,5044592,301878,92954,3224,日常|热血|校园|美食,0
文学少女,9.1,655150,166085,16054,385,治愈|校园|小说改,0
BanG Dream! 少女乐团派对！☆PICO～大份～,9.8,6356490,201753,25419,3429,萌系|音乐|原创|校园,0
高校星歌剧 第二季,9.5,3530286,316074,102110,733,音乐|校园|原创|偶像,0
歌塑世界,9,2147841,123323,13717,695,原创|校园|音乐|偶像,0
骑行少女,9.5,1928663,121421,72499,607,漫画改|校园|社团|运动,0
吹響！上低音號 第二季（僅限台灣地區）,9.6,630349,124683,24304,1240,音乐|校园|恋爱|社团,0
初音岛 S.S.,9.1,920305,471417,29049,368,日常|游戏改|校园|恋爱,0
双恋,8.8,799034,146455,18778,317,日常|校园,0
洲崎西 THE ANIMATION,9.4,2611841,110064,27741,578,萌系|搞笑|日常|校园,0
東京暗鴉（僅限港澳台地區）,9.6,257271,107689,7117,966,小说改|战斗|校园|冒险,0
灼热乒乓妹,9.2,1964510,104146,83282,398,漫画改|校园|社团|运动,1
轻声密语,9.7,1210128,101450,88843,1085,日常|校园,0
给你做饭了！,6.7,2686233,101021,29234,210,萌系|校园|泡面|日常,0
初音岛II S.S.,9.4,722401,471417,8690,343,日常|游戏改|校园|恋爱,0
STARRY☆SKY,8.7,632828,99654,4656,145,乙女|校园|日常,0
高校之神（僅限港澳台地區）,8,453139,98849,9955,1551,漫画改|热血|校园|战斗,0
圣诞之吻SS OVA,9.7,1284009,707829,21994,516,恋爱|校园|日常|治愈,0
田中君總是如此慵懶（僅限港澳台地區）,9.7,191643,93071,5319,497,漫画改|搞笑|日常|校园,0
少女与战车 OVA 这次是真正的安齐奥战,9.4,1531574,685596,22737,1199,校园|少女|战斗|治愈,1
黑子的篮球 第2期 OVA,9.4,1784098,1207265,28381,330,社团|运动|热血|校园,1
食戟之靈 神之皿（僅限港澳台地區）,8.6,763975,108572,10359,815,漫画改|校园|奇幻|美食,0
AURA ～魔龙院光牙最后的战斗～,9.6,455756,74328,3815,959,小说改|治愈|校园|恋爱,1
新网球王子,8.7,2504423,618485,26337,368,搞笑|校园|运动|奇幻,1
戰×戀（僅限港澳台地區）,8.4,285010,71590,6911,649,漫画改|校园|恋爱,1
亚人酱有话要说 （僅限台灣地區）,9.7,69786,70382,3864,456,漫画改|日常|搞笑|校园,0
上课小动作 OAD,9.6,1092304,74814,26386,319,搞笑|校园|日常,0
女神异闻录3 剧场版 #2 Midsummer Knight's Dream,9.4,2229660,243489,35334,285,科幻|奇幻|校园|战斗,1
不可思议的教室,9.3,211287,65976,2980,307,搞笑|日常|校园,0
女神异闻录3 剧场版 #3 Falling Down,9.5,2229660,243489,35334,272,科幻|奇幻|校园|战斗,1
漫研部,8.7,1040216,89816,5267,209,搞笑|泡面|日常|校园,0
女学。～圣女斯克威尔学院～,7.3,1113322,63108,2582,514,日常|萌系|校园|偶像,1
一弦定音！（僅限港澳台地區）,9.4,267744,64079,4431,451,漫画改|恋爱|校园|音乐,0
浦岛坂田船的日常,9.4,684723,59289,2429,600,泡面|原创|校园,1
BanG Dream! OVA,9.2,716745,671433,9200,695,音乐|校园|社团|日常,0
Re:Stage！Dream Days♪,9.7,834943,55068,13561,923,游戏改|萌系|校园,1
橘子酱男孩,8.2,1032671,52000,37026,133,少女|校园,0
怪谈餐厅,9.5,712151,50579,25463,283,奇幻|校园|日常,0
私立堀镡学园 番外篇,9.6,482204,50339,4020,190,萌系|搞笑|校园,0
文学少女 今日的点心～初恋～,9,655150,166085,16054,180,校园,0
少女☆歌剧Revue Starlight -The LIVE- #2 Transition,9.7,423941,650476,6132,1026,奇幻|战斗|校园|音乐,1
科學超電磁砲T（僅限港澳台地區）,9.6,624452,43298,7050,952,漫画改|战斗|科幻|校园,1
玉响～毕业写真～,9.7,620568,154519,9229,282,校园|日常|治愈,0
少女们向荒野进发 OVA,8.4,367268,453287,2892,109,校园,0
兔龟 女高网球部外传,8.8,695276,185796,4922,100,搞笑|校园|漫画改,0
向山进发 回忆的礼物,9.7,209718,363519,1813,597,萌系|校园|社团|少女,0
漫研部～Surgical Friends～,8.7,622182,89816,1631,120,搞笑|校园|日常|泡面,0
偶像大师 剧场版 向着光辉的彼岸！,9.8,604585,259035,32587,1023,校园|音乐|偶像,0
花牌情缘 OAD,6.2,463475,574358,33036,406,热血|运动|少女|校园,0
排球少年！！第二季（僅限港澳台地區）,9.8,510058,59536,13076,814,漫画改|热血|校园|运动,0
机器人笔记,9.4,288048,33376,2403,310,热血|校园|科幻,1
月刊少女野崎君（僅限港澳台地區）,9.7,124356,31723,1792,195,搞笑|校园|少女|漫画改,0
网球并不可笑嘛 第七季,9.2,1256974,185796,4608,111,搞笑|校园|日常|运动,0
魔法老师！～另一个世界,9.2,327594,239791,2604,118,科幻|校园|战斗|冒险,0
